5.535059	0.02200681
16.526800	0.01188231
13.494995	0.00649019
5.640973	0.00816663
8.689272	0.00844541
13.026389	0.02351923
3.095664	0.00435724
9.087803	0.02320775
14.575958	0.01340901
8.740889	0.03552773
14.342910	0.02951028
6.926856	0.00483113
11.447237	0.01050316
12.878974	0.02516355
13.867776	0.01238508
10.535043	0.01103324
1.711448	0.00548667
8.244928	0.02381135
14.981617	0.01156848
12.194499	0.02938781
8.994040	0.02062069
11.502732	0.01143485
21.595336	0.03718924
6.715157	0.01076729
10.512606	0.00791466
7.334090	0.01365904
13.667966	0.00321432
3.278546	0.00381714
6.504693	0.00718746
17.220536	0.01635672
15.133894	0.00932364
9.881747	0.04073360
10.788516	0.03163983
11.055258	0.00727612
7.978353	0.02613283
6.131403	0.02494902
12.525231	0.01207433
20.114019	0.01107794
14.341735	0.01087815
12.075131	0.01180212
10.231921	0.02242833
6.796197	0.00736322
10.689362	0.01082881
12.599941	0.03245665
13.397221	0.00484574
15.270416	0.02198238
15.998218	0.01125689
9.401610	0.01660084
3.210937	0.00350017
13.606528	0.00814879
6.381421	0.04687813
8.843292	0.01430023
19.221334	0.01289549
12.241525	0.02478232
22.510452	0.00972458
24.046426	0.02504799
7.070207	0.00737674
10.480007	0.01877781
12.690028	0.01939063
9.475508	0.01653843
15.231713	0.02265380
13.587123	0.01267011
18.229209	0.01352712
12.072769	0.01996112
12.074310	0.00590797
12.681276	0.01372037
15.728295	0.02048803
17.109180	0.01553989
10.035717	0.02550465
8.745785	0.02070477
16.526423	0.01352861
9.334086	0.02050064
8.343004	0.01279047
11.792327	0.02765027
8.175091	0.01704933
52.183260	0.01884882
14.537058	0.01288262
14.952822	0.02406537
13.621749	0.01044443
25.537807	0.03004808
12.464659	0.02210495
2.588072	0.00349480
3.739032	0.01099429
13.172563	0.02004174
10.638831	0.01112065
12.099991	0.00878096
14.102886	0.05164494
17.670863	0.01514618
8.390533	0.04101712
10.798693	0.01075082
19.312875	0.01374467
12.664043	0.00601504
10.094963	0.02124364
6.569302	0.00568653
8.311535	0.03604264
15.042487	0.01912750
11.717081	0.03727925
5.646139	0.01512897
16.580542	0.00601905
16.925345	0.01191583
14.608202	0.01492258
11.702123	0.00457507
6.401167	0.02479800
9.114018	0.00824808
14.942381	0.01572981
7.391590	0.01979021
9.844121	0.00461205
13.065891	0.02007086
10.463234	0.02080849
8.775916	0.01589438
12.742534	0.01516981
16.708762	0.01864539
13.353080	0.01690381
12.097127	0.01735397
10.927581	0.00949476
10.606195	0.01514882
6.058738	0.00506210
13.920305	0.01819435
9.356914	0.00903595
18.578454	0.01885003
10.590134	0.01294964
10.853992	0.00384380
20.820835	0.00582881
10.050146	0.01493275
5.286512	0.00336255
17.959598	0.01048126
20.002406	0.00621454
10.399897	0.02850778
21.742383	0.02692454
18.142205	0.02022844
1.023891	0.03368420
7.722724	0.02632711
12.196184	0.01447109
7.880605	0.03780493
6.377314	0.00719872
13.197998	0.00983416
16.813897	0.00484443
16.520960	0.01560339
23.846895	0.00562793
15.196386	0.03252955
16.966540	0.01205240
23.733633	0.02188123
9.479825	0.03411359
14.053625	0.00684584
11.216553	0.00589991
6.285456	0.01391973
4.728471	0.03315227
16.550950	0.01095347
14.383047	0.03702466
8.436095	0.05338576
17.845862	0.01412954
12.907686	0.03041127
14.601710	0.01583467
14.303891	0.00322638
9.136513	0.03351153
13.586606	0.01718666
2.288137	0.00421945
14.987007	0.02711342
21.374177	0.00565768
6.281329	0.02085069
10.314548	0.00730385
8.396261	0.04791599
4.327455	0.00539566
15.500796	0.01902017
16.673429	0.01044620
13.829092	0.02776202
9.742472	0.01133744
22.574505	0.02242356
9.708011	0.00710595
14.212235	0.01967124
5.850944	0.00343345
14.675536	0.01233979
2.359420	0.00255021
12.261497	0.01651130
15.749293	0.01445033
11.537562	0.04123772
10.386819	0.01134066
5.981081	0.01844922
13.175703	0.00767272
10.988090	0.02512568
8.231690	0.00614184
10.203913	0.03110788
18.969422	0.01805881
13.529398	0.02779999
11.477159	0.01553304
12.220542	0.01603430
12.375668	0.03158481
